id,subscribe
22501,0.06458773118804438
22502,0.09128734434546948
22503,0.005464101344344378
22504,0.024548278444887633
22505,0.047026150472285165
22506,0.006209449838939808
22507,0.06494722741791469
22508,0.08896449658444527
22509,0.021531833411085572
22510,0.0043036304222844575
22511,0.004004130779226226
22512,0.09762017321354215
22513,0.0020044179644920826
22514,0.7491117222113709
22515,0.4979339738943162
22516,0.0021172008044225313
22517,0.004877345308952728
22518,0.0030296077394060088
22519,0.0030227677472602454
22520,0.3637804926516479
22521,0.7047461217514801
22522,0.05121582599273213
22523,0.05772523313848636
22524,0.4368642301442382
22525,0.007895215962284614
22526,0.009125898356833015
22527,0.5862013215752284
22528,0.037160597497788876
22529,0.225950965922294
22530,0.2064912349172234
22531,0.5470629593039343
22532,0.004962293551028799
22533,0.013707293222451731
22534,0.010420957657185662
22535,0.0021573424112664493
22536,0.01692197354557385
22537,0.03242173163542889
22538,0.5768654929453466
22539,0.5061913676601182
22540,0.06415333354054463
22541,0.03877764780532767
22542,0.08594691337506029
22543,0.30195278533983005
22544,0.23398786417564219
22545,0.33363503416802215
22546,0.21712992633066505
22547,0.022501540820536674
22548,0.0016380788703713924
22549,0.216084558283843
22550,0.04324770882684031
22551,0.03803369621448776
22552,0.00523406352173069
22553,0.22504298494676606
22554,0.4263639268531332
22555,0.5026721719016767
22556,0.030959237364971488
22557,0.03316750067403033
22558,0.04657345049727685
22559,0.08909186623821093
22560,0.2675029449540475
22561,0.011981909387873337
22562,0.014011748492217611
22563,0.4753412484833547
22564,0.08525256119103355
22565,0.009220631863797997
22566,0.08423655535875509
22567,0.28613893233317944
22568,0.04010092241674471
22569,0.02181434380565585
22570,0.021432135721426073
22571,0.00511442341922578
22572,0.5986208114363102
22573,0.014161307470484864
22574,0.3133803643554619
22575,0.09461384217509389
22576,0.03873390658406706
22577,0.0706569363159266
22578,0.3341982233301436
22579,0.43712795930203807
22580,0.0053743139056916635
22581,0.05153157548949453
22582,0.011099083196231867
22583,0.04626226879236553
22584,0.42400248856271056
22585,0.051477723576714984
22586,0.07039505594857806
22587,0.3226420063451226
22588,0.011389141960557023
22589,0.04371001661865183
22590,0.0034390701747566547
22591,0.005780128778731156
22592,0.41473367728695615
22593,0.06958597861702472
22594,0.027108824923775938
22595,0.12742176144571868
22596,0.027837215259534656
22597,0.24875477138365715
22598,0.011598623685509972
22599,0.005666383801042889
22600,0.01957784991950118
22601,0.0038426809979401986
22602,0.714769049242894
22603,0.002251810533631701
22604,0.07228972016883184
22605,0.6544281481298567
22606,0.018726790019306366
22607,0.009848862671857838
22608,0.0035886843473576374
22609,0.5834151109822928
22610,0.003944612264158219
22611,0.30451191192934873
22612,0.02024220277958361
22613,0.026118798760907978
22614,0.07087018629110987
22615,0.007377153140970011
22616,0.37448652631908425
22617,0.019099016599314858
22618,0.0051428221779810795
22619,0.04096837820875961
22620,0.33449730576006614
22621,0.002563642375786921
22622,0.00502705594236479
22623,0.04800290758225466
22624,0.003912795324564616
22625,0.010839515883877856
22626,0.08155106060789287
22627,0.002797239714819061
22628,0.1289946034007132
22629,0.43125412352327347
22630,0.4878763489297683
22631,0.2254501115085764
22632,0.0772979738911963
22633,0.6575932387321509
22634,0.005343418275211163
22635,0.5400769090579268
22636,0.003334229074317184
22637,0.6418767348975808
22638,0.01947923437624521
22639,0.05549977553176866
22640,0.5344385900542475
22641,0.41588035356917413
22642,0.013937048193522088
22643,0.5848171511830459
22644,0.040556740496393816
22645,0.06124432740867688
22646,0.07913480132444656
22647,0.005639319531560059
22648,0.02330811947570483
22649,0.4036645844487812
22650,0.005637857500739663
22651,0.034753010581429204
22652,0.011048016211304603
22653,0.32625859256229545
22654,0.02382787397102418
22655,0.0030815894921312876
22656,0.17588493488720988
22657,0.0660652103897908
22658,0.021797399523886
22659,0.1492080518291607
22660,0.01196081908513141
22661,0.07902036828069234
22662,0.49493293262041305
22663,0.042096401645081216
22664,0.06360603798030111
22665,0.016076692030869026
22666,0.0037438762829313213
22667,0.016484303669314578
22668,0.2292109919609643
22669,0.13410846340754184
22670,0.3760048743196786
22671,0.0409480836833482
22672,0.004021142621005541
22673,0.01687152999816479
22674,0.09917364866953693
22675,0.30968365043791196
22676,0.17230194484548794
22677,0.0019638079350431273
22678,0.01400911193929379
22679,0.245578690353057
22680,0.0847858725247958
22681,0.037899217887710585
22682,0.35506810936266864
22683,0.008953406371534767
22684,0.08524688147705611
22685,0.14133783181424492
22686,0.0750795366447306
22687,0.06320638026931288
22688,0.01562562014705062
22689,0.05593154212143125
22690,0.5457611735958202
22691,0.013383335501698707
22692,0.05076045606532687
22693,0.1090939643774382
22694,0.003202282648860278
22695,0.06940423515221465
22696,0.012150422042682444
22697,0.02924383940112988
22698,0.013031473492310267
22699,0.004361880799351636
22700,0.07958857756581746
22701,0.06669096258208258
22702,0.011083761315628358
22703,0.020515999698210358
22704,0.1532337395858705
22705,0.04262628002355295
22706,0.06427657626024869
22707,0.002421799563256824
22708,0.449720405670256
22709,0.002215521586043606
22710,0.27215379748398705
22711,0.024460052209352084
22712,0.012094292060584828
22713,0.011593059699505312
22714,0.042636106151580394
22715,0.003559723801306213
22716,0.0030103990739829543
22717,0.5690260205600347
22718,0.2857248421522332
22719,0.15015691621694757
22720,0.0032142671083393985
22721,0.022190154877768736
22722,0.0027701642290389565
22723,0.0127734733933973
22724,0.019696940922451188
22725,0.0026027147782534824
22726,0.0033557578811091596
22727,0.09231515186554796
22728,0.04810266282778659
22729,0.0035320786106501326
22730,0.0024974337155657775
22731,0.6555433770537186
22732,0.09082485408026958
22733,0.08572400961761084
22734,0.0020482994744492724
22735,0.5136305657299836
22736,0.022951945502259884
22737,0.1305131122871308
22738,0.042409211671924074
22739,0.04105061702057433
22740,0.12444045363633917
22741,0.02255110660828279
22742,0.08595025484130336
22743,0.0044364961856310425
22744,0.1237495948348839
22745,0.6484308883164841
22746,0.030503309463780454
22747,0.13682810862780553
22748,0.5344310510051868
22749,0.004773985784761605
22750,0.050769643292297585
22751,0.010775768706885843
22752,0.002428082810005587
22753,0.023959338305297243
22754,0.0022464950362879096
22755,0.03492896931888452
22756,0.016344901467187912
22757,0.07360737042177262
22758,0.334504078928057
22759,0.3143259437109776
22760,0.01463050999175421
22761,0.061179695398529015
22762,0.0908709454877683
22763,0.04455514061245219
22764,0.1512690644871607
22765,0.31809653970219925
22766,0.004146818906885667
22767,0.4922489048727414
22768,0.049147468136875185
22769,0.002498714682198056
22770,0.12520087688421536
22771,0.010853567078066497
22772,0.02089943381464761
22773,0.05803028652553209
22774,0.1696257943423558
22775,0.04292221663681159
22776,0.01394591975589635
22777,0.4550316113596514
22778,0.4210805000215629
22779,0.016528955380289673
22780,0.004554076768261238
22781,0.6345795992907537
22782,0.05349904276198949
22783,0.028910203134512348
22784,0.41626172729720484
22785,0.4190411117566995
22786,0.5209517533566381
22787,0.0045620477742141455
22788,0.03590470652614892
22789,0.2030586582776098
22790,0.006450549471413431
22791,0.00850647263721089
22792,0.32583858046437253
22793,0.013522803424661847
22794,0.07758444537433967
22795,0.052460197786407634
22796,0.1547531243197899
22797,0.06439230766181256
22798,0.043138518516168525
22799,0.7190346160492346
22800,0.054239815465030185
22801,0.023395671636042833
22802,0.0027563268625576927
22803,0.3948274863917333
22804,0.01220068851397019
22805,0.4002898692122348
22806,0.6160529616869203
22807,0.04712458528952842
22808,0.012545758599405618
22809,0.43239873516670485
22810,0.04272919285525371
22811,0.14417943140643857
22812,0.13889875624721715
22813,0.0030889920979956724
22814,0.3442351638246727
22815,0.14159091612996144
22816,0.0028145858598712156
22817,0.014909340206999667
22818,0.03553938201315732
22819,0.01119492969842427
22820,0.48343634529385404
22821,0.3810924390215895
22822,0.1647767634173402
22823,0.619926558788736
22824,0.05524007768814712
22825,0.05957199537413544
22826,0.006180299628153912
22827,0.07386420136232213
22828,0.0035846394379414094
22829,0.007537799934143443
22830,0.30480346362809696
22831,0.07615288083958584
22832,0.0025068035780704697
22833,0.0019414051330148726
22834,0.3100064657834132
22835,0.05234553319903271
22836,0.05440423709179055
22837,0.06740315726604046
22838,0.05681351665030749
22839,0.41643352456130883
22840,0.11270492731772802
22841,0.0022906182789214553
22842,0.009316529561591621
22843,0.159743722854544
22844,0.011910686604599865
22845,0.16078844481785243
22846,0.44694951071802
22847,0.003932323970787669
22848,0.014619686479827115
22849,0.7904273659505361
22850,0.08056917286334067
22851,0.2885323854634533
22852,0.009613867060826686
22853,0.135547966598256
22854,0.5388285328014933
22855,0.03394699836860854
22856,0.04452898108464254
22857,0.014841067690323367
22858,0.005452049443507804
22859,0.07728711953860391
22860,0.02603870540905623
22861,0.03978630285208479
22862,0.002072175571180607
22863,0.11476949825049117
22864,0.4574396193969552
22865,0.5400330346664025
22866,0.0530222193000259
22867,0.003030943207428404
22868,0.3367374022710639
22869,0.181551186480729
22870,0.16390956076721294
22871,0.41710864462315417
22872,0.016808668717243454
22873,0.34027580569600846
22874,0.021887173051063195
22875,0.003678798378529545
22876,0.03397695154433035
22877,0.5266321833507339
22878,0.011165390701178795
22879,0.6778673432170481
22880,0.03656361839618133
22881,0.04729538885366191
22882,0.4515069707135109
22883,0.025889455476305077
22884,0.014528351352670572
22885,0.10556085024727559
22886,0.014916125254402522
22887,0.15160281494350783
22888,0.38986243731197817
22889,0.010958397210888413
22890,0.10818259873532222
22891,0.002419577091035344
22892,0.007490030530469955
22893,0.3248279934154519
22894,0.45332721515901536
22895,0.2695559971455993
22896,0.04698758847233359
22897,0.045043736613296234
22898,0.10382765128416602
22899,0.006002569990722598
22900,0.23485251504529414
22901,0.002820544512294303
22902,0.4154026911251129
22903,0.6419132886616414
22904,0.00469075885416236
22905,0.0058196747682327755
22906,0.004927271568875835
22907,0.02796202731367804
22908,0.08447265311153625
22909,0.004370584291736822
22910,0.017845040603174798
22911,0.0028741430859909275
22912,0.03457976426154426
22913,0.09023708952985426
22914,0.04516149439735203
22915,0.5747295609240549
22916,0.3098066676844801
22917,0.3227091095576285
22918,0.008866940116565991
22919,0.052202427187559734
22920,0.183010651592135
22921,0.7203769614051905
22922,0.08232145956851133
22923,0.06418371909004408
22924,0.21493983306902403
22925,0.09953768912712141
22926,0.06751196248064359
22927,0.30199741334754765
22928,0.08326024776396486
22929,0.010538195249611214
22930,0.44079032476291646
22931,0.015435357060167965
22932,0.004389864649510621
22933,0.4235959513715418
22934,0.010991483766376637
22935,0.03811511145599008
22936,0.05298977655211738
22937,0.272635163116915
22938,0.020268960578967127
22939,0.011906087148933568
22940,0.3207249862912519
22941,0.03305793381532196
22942,0.0022701452971048454
22943,0.7203551301213658
22944,0.46660892613014365
22945,0.06470720709009184
22946,0.05213608073209555
22947,0.4009094017110526
22948,0.5319342736962254
22949,0.0013142647457311538
22950,0.006494631921673442
22951,0.0020708836969739854
22952,0.006838466809403439
22953,0.021879254992301204
22954,0.6577037466653574
22955,0.4109202740040289
22956,0.009784950743331435
22957,0.026842289414860245
22958,0.006284056652837554
22959,0.0022005910079365594
22960,0.1410266349870414
22961,0.07296009215092869
22962,0.8413388176050892
22963,0.638203180331429
22964,0.0036446788742738718
22965,0.00310917425470098
22966,0.03876645553985377
22967,0.01280709898983306
22968,0.07630997492528034
22969,0.13574583486032538
22970,0.05409094723813112
22971,0.047875337635919696
22972,0.01306074337588641
22973,0.005392050616352474
22974,0.0017747646108889562
22975,0.23572297754497124
22976,0.09540146333643293
22977,0.0037056654461107277
22978,0.03951636794774135
22979,0.0867884271952837
22980,0.04523808184344584
22981,0.011067409282834782
22982,0.01588166535963939
22983,0.05027934528647929
22984,0.06410537805652473
22985,0.0037158874842197617
22986,0.01929953156719858
22987,0.041842371935889924
22988,0.005387855172994034
22989,0.006434003868750651
22990,0.027538375194832675
22991,0.00665940157787114
22992,0.003300865836200284
22993,0.34922438315058585
22994,0.002534985261293513
22995,0.0033174419744245393
22996,0.09554670619940768
22997,0.001297939641063792
22998,0.4697467137803949
22999,0.12646794590099492
23000,0.01953478179688266
23001,0.07451194143043233
23002,0.004346967200784034
23003,0.008950625797535302
23004,0.011431753726596593
23005,0.39924979782561565
23006,0.0054951143457112935
23007,0.2837021507240356
23008,0.37437985734539425
23009,0.041684754990769284
23010,0.13771301368195715
23011,0.04466440454828654
23012,0.5565115031414191
23013,0.3055802566126838
23014,0.06664387298028944
23015,0.0256738389333855
23016,0.7556519325999695
23017,0.03691812516855288
23018,0.0028556590239707104
23019,0.04889607214242627
23020,0.05741159445149013
23021,0.0794345893140454
23022,0.053298614019159946
23023,0.602939669433476
23024,0.15382648952644917
23025,0.008236842540309255
23026,0.09763861240601282
23027,0.0028602008275147397
23028,0.026826925772522527
23029,0.07131569680460131
23030,0.0020992938372053666
23031,0.09241173924063631
23032,0.013381958683379705
23033,0.0686101249026418
23034,0.08496460804511691
23035,0.006624831002086
23036,0.007171116516467443
23037,0.02496552584113896
23038,0.007569475284322397
23039,0.03572363749397057
23040,0.35609010002772545
23041,0.030419052533104594
23042,0.20842971861395332
23043,0.004207543440770409
23044,0.5064362940201419
23045,0.022372148230115952
23046,0.014755291831612992
23047,0.23756072719335375
23048,0.05345827555949787
23049,0.5841974590522352
23050,0.0025754689419685496
23051,0.004196335955518734
23052,0.0423811852703092
23053,0.501710088542732
23054,0.05650538153171366
23055,0.3820084392694533
23056,0.0554275239028035
23057,0.005065735368897918
23058,0.008189461734959063
23059,0.005645109647241479
23060,0.03343879781678618
23061,0.07652246034602354
23062,0.027821941985296274
23063,0.26673138906248095
23064,0.0018869125123541109
23065,0.7964184381943161
23066,0.005806009359384125
23067,0.5089161879792761
23068,0.7412059902278635
23069,0.5946255968417629
23070,0.12313758636449981
23071,0.16360437639885045
23072,0.017080723566758205
23073,0.009482386621530765
23074,0.003553697440304607
23075,0.4219440224869926
23076,0.005995128579248308
23077,0.09208790505926358
23078,0.07393167991562635
23079,0.0022033477372450684
23080,0.0017439117348657788
23081,0.05329001840025483
23082,0.5747070748230707
23083,0.5429092614429947
23084,0.0024386754262430326
23085,0.06629166579740682
23086,0.6110958516467324
23087,0.12164112556792868
23088,0.113449807306997
23089,0.005333027598292703
23090,0.4163651891318844
23091,0.03328769953711906
23092,0.43654232879851035
23093,0.0929422789027608
23094,0.005262885043200859
23095,0.15386558504797984
23096,0.5294258484871414
23097,0.09164128003713314
23098,0.03327904429903753
23099,0.0015531739544021612
23100,0.0013515232813748968
23101,0.012494761426088635
23102,0.08578059893480998
23103,0.016487668673907135
23104,0.024989902833781868
23105,0.059967222564135565
23106,0.0017155224655124128
23107,0.010008889748126816
23108,0.01208067321558365
23109,0.32297746857832
23110,0.0016224311944202977
23111,0.03528065756963136
23112,0.44087241245172026
23113,0.7132969371379733
23114,0.010591818593879494
23115,0.07258385628581568
23116,0.002082530992824618
23117,0.04277435431744521
23118,0.02099921351835386
23119,0.03577748170725215
23120,0.045643157497580966
23121,0.3802665545970829
23122,0.13863271493127352
23123,0.06329470093250686
23124,0.07404230914513613
23125,0.6610698308797434
23126,0.0022039363988857513
23127,0.0033106015544950573
23128,0.011330927979651058
23129,0.04318725717509032
23130,0.02468185517486865
23131,0.02072941020159538
23132,0.09421464580719757
23133,0.14585547495223358
23134,0.638779074808251
23135,0.002214655109920715
23136,0.053131898305783166
23137,0.1101872781502482
23138,0.012063428321890493
23139,0.013903230657546693
23140,0.0051373212343705284
23141,0.11072830862661927
23142,0.05820100182663864
23143,0.5073346839554695
23144,0.10637434439428542
23145,0.04240844043455719
23146,0.00378691724750372
23147,0.006031620803120855
23148,0.005991787011468555
23149,0.717668294869467
23150,0.6579993852570235
23151,0.17806202122917555
23152,0.005263865332661024
23153,0.6487208424555286
23154,0.008848604325869567
23155,0.18000199367214653
23156,0.0016845684995701567
23157,0.0034567582019027756
23158,0.022353769041265858
23159,0.009240826710397877
23160,0.05732425170411002
23161,0.30135808046319423
23162,0.5710333700655594
23163,0.005194419243838687
23164,0.22680476773649377
23165,0.5806800194814727
23166,0.009265513040080275
23167,0.04832124389423208
23168,0.11118081807497954
23169,0.08343348008078305
23170,0.1458261259684237
23171,0.017309364339570407
23172,0.015466792635756453
23173,0.029703298565084853
23174,0.2231030045712189
23175,0.1719779057568404
23176,0.008832710898644883
23177,0.005333914399182923
23178,0.03152089358221522
23179,0.2192998909456634
23180,0.0532334320135687
23181,0.028899429632622795
23182,0.002863517885551252
23183,0.5932112335916221
23184,0.0011854532544611812
23185,0.0599236858789715
23186,0.019854349452207272
23187,0.003631393900969042
23188,0.033997655112448816
23189,0.3908739129886931
23190,0.08537927914338767
23191,0.10317195808165963
23192,0.009854055424275537
23193,0.003427343267298938
23194,0.09133662748122715
23195,0.00456716964551207
23196,0.024233669680565735
23197,0.31083383867625347
23198,0.1112404782731714
23199,0.11396955538157658
23200,0.23556552630788444
23201,0.02383231954482915
23202,0.004241821699299313
23203,0.006841301715632025
23204,0.0333715346327856
23205,0.02044845013945119
23206,0.005135780265815129
23207,0.030197832324325023
23208,0.06369743638883783
23209,0.05402382175499397
23210,0.003632616061162738
23211,0.06207551593987912
23212,0.002165245227857975
23213,0.8190725921209353
23214,0.43562576089698063
23215,0.22633600269446214
23216,0.002410943137185272
23217,0.22048632266298138
23218,0.0047840548764902895
23219,0.06886766836517673
23220,0.00374252028949882
23221,0.08271512211459474
23222,0.24311385267870284
23223,0.034056330876774614
23224,0.0029897708794573703
23225,0.02816098374399671
23226,0.07741108654388681
23227,0.0032421910986983227
23228,0.011485223133169164
23229,0.11888952890560632
23230,0.0072080531260523
23231,0.03439744935823001
23232,0.5188023858204813
23233,0.6608397185173217
23234,0.775192963678141
23235,0.04106911230772719
23236,0.07999840320288677
23237,0.06150462992461508
23238,0.10244296559987925
23239,0.005498180571836306
23240,0.688850273397366
23241,0.379812570092164
23242,0.013534797319583554
23243,0.13085464413687412
23244,0.07541138178186015
23245,0.007896115702743421
23246,0.24570020953879282
23247,0.029987020388886357
23248,0.13329410893893287
23249,0.019941280218643286
23250,0.00216974745571021
23251,0.0022316746351128784
23252,0.019641878753375346
23253,0.059318808312306924
23254,0.08554071235412072
23255,0.019009962737957253
23256,0.00275608681492877
23257,0.045936616503040206
23258,0.031062828002285534
23259,0.002191409079334194
23260,0.027699413829074225
23261,0.505781730683522
23262,0.49837245416653564
23263,0.007075948906657999
23264,0.03455029479317199
23265,0.003446734137031545
23266,0.04962062096527079
23267,0.07067510153355523
23268,0.01950049490034452
23269,0.39511352902032965
23270,0.002371169505564055
23271,0.45902691371802123
23272,0.19130286165813673
23273,0.010985491961212557
23274,0.35983578802804816
23275,0.0795187873677258
23276,0.0014481824573112044
23277,0.18413348341210228
23278,0.0026730380535709016
23279,0.21732307679734805
23280,0.35112906029732976
23281,0.0027458217069865586
23282,0.027661453869122866
23283,0.11827587002861478
23284,0.6843833322179019
23285,0.0029309337108079617
23286,0.051630696890961475
23287,0.6000937379524846
23288,0.42101334345179425
23289,0.023891388681543342
23290,0.24084297162382323
23291,0.027147907931249195
23292,0.5943426473747925
23293,0.04474503107590222
23294,0.004818663894434802
23295,0.24016618306537166
23296,0.04225187676896958
23297,0.0048457599294113845
23298,0.3802555938871295
23299,0.030359722079599957
23300,0.03411592468281659
23301,0.0011590812965314259
23302,0.36619980161598625
23303,0.0325250499478726
23304,0.00787935620775095
23305,0.21672283786677096
23306,0.09503555707665234
23307,0.04841217598447123
23308,0.008614667223204477
23309,0.444107261616832
23310,0.041668328259035554
23311,0.007013315413961047
23312,0.0021321975127493596
23313,0.0036763860871044285
23314,0.010232433721024815
23315,0.3275576739429285
23316,0.40120779230005527
23317,0.39283721091367424
23318,0.03009528209984621
23319,0.0934767928129151
