guid,part_pos,part_name,new-class,weight,area_gross,area,area_net,a_net_xy,a_net_xz,a_net_yz,cog_x,cog_y,cog_z,box_minx,box_miny,box_minz,box_maxx,box_maxy,box_maxz,area_plan,project_name,segment_no
622A8E7A-0000-13F6-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1925,982,88844,1017848,0,112,1017846,-240.61,2,1017850,240.61,252,0,longmen,61
622A8E7A-0000-144A-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1925,982,88844,1017848,1000,112,1017846,759.39,2,1017850,1240.61,252,0,longmen,61
622A8E7A-0000-144E-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1925,982,88844,1017848,2000,112,1017846,1759.39,2,1017850,2240.61,252,0,longmen,61
622A8E7A-0000-145A-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1925,982,88844,1017848,5000,112,1017846,4759.39,2,1017850,5240.61,252,0,longmen,61
622A8E7A-0000-145E-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1843,1319,88844,1017848,12108,537,1017846,11907.6,364.59,1017850,12370,698.17,0,longmen,61
622A8E7A-0000-146A-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1843,1319,88844,1017848,14703,1285,1017846,14501.97,1112.44,1017850,14964.37,1446.02,0,longmen,61
622A8E7A-0000-146E-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1925,982,88844,1017848,-1000,112,1017846,-1240.61,2,1017850,-759.39,252,0,longmen,61
622A8E7A-0000-147A-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1925,982,88844,1017848,-4000,112,1017846,-4240.61,2,1017850,-3759.39,252,0,longmen,61
622A8E7A-0000-147E-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1925,982,88844,1017848,-5000,112,1017846,-5240.61,2,1017850,-4759.39,252,0,longmen,61
622A8E7A-0000-148A-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1843,1325,88844,1017848,-13838,1036,1017846,-14099.5,863.16,1017850,-13637.1,1196.74,0,longmen,61
622A8E7A-0000-148E-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1843,1325,88844,1017848,-14703,1285,1017846,-14964.3,1112.44,1017850,-14501.9,1446.02,0,longmen,61
622A8E7A-0000-1452-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1925,982,88844,1017848,3000,112,1017846,2759.39,2,1017850,3240.61,252,0,longmen,61
622A8E7A-0000-1456-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1925,982,88844,1017848,4000,112,1017846,3759.39,2,1017850,4240.61,252,0,longmen,61
622A8E7A-0000-1462-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1843,1319,88844,1017848,12973,786,1017846,12772.39,613.88,1017850,13234.79,947.46,0,longmen,61
622A8E7A-0000-1466-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1843,1319,88844,1017848,13838,1036,1017846,13637.18,863.16,1017850,14099.58,1196.74,0,longmen,61
622A8E7A-0000-1472-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1925,982,88844,1017848,-2000,112,1017846,-2240.61,2,1017850,-1759.39,252,0,longmen,61
622A8E7A-0000-1476-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1925,982,88844,1017848,-3000,112,1017846,-3240.61,2,1017850,-2759.39,252,0,longmen,61
622A8E7A-0000-1482-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1843,1325,88844,1017848,-12108,537,1017846,-12370,364.59,1017850,-11907.6,698.17,0,longmen,61
622A8E7A-0000-1486-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1843,1325,88844,1017848,-12973,786,1017846,-13234.7,613.88,1017850,-12772.3,947.46,0,longmen,61
622A8E7A-0000-1492-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1843,1325,88844,1017848,-11244,288,1017846,-11505.2,115.31,1017850,-11042.8,448.89,0,longmen,61
622A8E7A-0000-1496-3136-343639363932,dbp-44,dbp,DB_ULF,2.79,0.12,0.18,0.18,1843,1319,88844,1017848,11244,288,1017846,11042.81,115.31,1017850,11505.22,448.89,0,longmen,61
622A9B1D-0000-281F-3136-343639363630,glp-1,glp,,22.97,0.18,0.33,0.33,14800,4800,146318,1017770,-8500,130,1017760,-8870,0,1017780,-8130,240,0.01,longmen,61
622A9B1D-0000-282B-3136-343639363630,glp-1,glp,,22.97,0.18,0.33,0.33,14800,4800,146318,1017770,3500,130,1017760,3130,0,1017780,3870,240,0.01,longmen,61
622A9B1D-0000-282F-3136-343639363630,glp-1,glp,,22.97,0.18,0.33,0.33,14800,4800,146318,1017770,8500,130,1017760,8130,0,1017780,8870,240,0.01,longmen,61
622A9B1D-0000-284C-3136-343639363630,glp-1,glp,,22.97,0.18,0.33,0.33,14800,4800,146318,1018090,-8500,130,1018080,-8870,0,1018100,-8130,240,0.01,longmen,61
622A9B1D-0000-284F-3136-343639363630,glp-2,glp,,5.5,0.07,0.15,0.15,3000,70084,2396,1017930,-8400,123,1017780,-8405,0,1018080,-8395,240,0,longmen,61
622A9B1D-0000-285B-3136-343639363630,glp-2,glp,,5.5,0.07,0.15,0.15,3000,70084,2396,1017930,3400,123,1017780,3395,0,1018080,3405,240,0,longmen,61
622A9B1D-0000-285E-3136-343639363630,glp-2,glp,,5.5,0.07,0.15,0.15,3000,70084,2396,1017930,3600,123,1017780,3595,0,1018080,3605,240,0,longmen,61
622A9B1D-0000-2813-3136-343639363630,glp-1,glp,,22.97,0.18,0.33,0.33,14800,4800,146318,1017770,-3500,130,1017760,-3870,0,1017780,-3130,240,0.01,longmen,61
622A9B1D-0000-2843-3136-343639363630,glp-1,glp,,22.97,0.18,0.33,0.33,14800,4800,146318,1018090,-3500,130,1018080,-3870,0,1018100,-3130,240,0.01,longmen,61
622A9B1D-0000-2846-3136-343639363630,glp-2,glp,,5.5,0.07,0.15,0.15,3000,70084,2396,1017930,-3400,123,1017780,-3405,0,1018080,-3395,240,0,longmen,61
622A9B1D-0000-2849-3136-343639363630,glp-2,glp,,5.5,0.07,0.15,0.15,3000,70084,2396,1017930,-3600,123,1017780,-3605,0,1018080,-3595,240,0,longmen,61
622A9B1D-0000-2852-3136-343639363630,glp-2,glp,,5.5,0.07,0.15,0.15,3000,70084,2396,1017930,-8600,123,1017780,-8605,0,1018080,-8595,240,0,longmen,61
622A9B1D-0000-2855-3136-343639363630,glp-1,glp,,22.97,0.18,0.33,0.33,14800,4800,146318,1018090,3500,130,1018080,3130,0,1018100,3870,240,0.01,longmen,61
622A9B1D-0000-2858-3136-343639363630,glp-1,glp,,22.97,0.18,0.33,0.33,14800,4800,146318,1018090,8500,130,1018080,8130,0,1018100,8870,240,0.01,longmen,61
622A9B1D-0000-2861-3136-343639363630,glp-2,glp,,5.5,0.07,0.15,0.15,3000,70084,2396,1017930,8400,123,1017780,8395,0,1018080,8405,240,0,longmen,61
622A9B1D-0000-2864-3136-343639363630,glp-2,glp,,5.5,0.07,0.15,0.15,3000,70084,2396,1017930,8600,123,1017780,8595,0,1018080,8605,240,0,longmen,61
622ABD8B-0000-435A-3136-343639383531,gll-1,gll,,18.02,0.24,0.24,0.26,60140,8798,60000,1018343,-14001,2995,1018200,-14153.9,2935,1018400,-13850,3140.96,0,longmen,61
622ABD8B-0000-436A-3136-343639383531,gll-1,gll,,18.02,0.24,0.24,0.26,60140,8798,60000,1018343,2501,3225,1018200,2350.03,3165,1018400,2653.97,3370.96,0,longmen,61
622ABD8B-0000-436E-3136-343639383531,gll-1,gll,,18.02,0.24,0.24,0.26,60140,8798,60000,1018343,7501,3125,1018200,7350.03,3065,1018400,7653.97,3270.96,0,longmen,61
622ABD8B-0000-4352-3136-343639383531,gll-1,gll,,18.02,0.24,0.24,0.26,60140,8798,60000,1018343,-2501,3225,1018200,-2653.97,3165,1018400,-2350.03,3370.96,0,longmen,61
622ABD8B-0000-4356-3136-343639383531,gll-1,gll,,18.02,0.24,0.24,0.26,60140,8798,60000,1018343,-7501,3125,1018200,-7653.97,3065,1018400,-7350.03,3270.96,0,longmen,61
622ABD8B-0000-4372-3136-343639383531,gll-1,gll,,18.02,0.24,0.24,0.26,60140,8798,60000,1018343,14001,2995,1018200,13850.03,2935,1018400,14153.97,3140.96,0,longmen,61
6216F418-0002-AD2A-3136-343536373830,qbp-2,qbp,,4.52,0.06,0.13,0.13,5526,57651,1200,1005600,16999,2306,1005352,16993.77,2247.51,1005848,17004.97,2367.61,0,longmen,61
6216F418-0002-AD2E-3136-343536373830,qbp-2,qbp,,4.52,0.06,0.13,0.13,5526,57651,1200,1005600,17499,2301,1005352,17493.75,2242.51,1005848,17504.95,2362.61,0,longmen,61
6216F418-0002-AD3A-3136-343536373830,qbp-1,qbp,FB_ILQ,15.27,0.1,0.22,0.22,97285,9920,4000,1005600,16368,2248,1005352,16270,2237.66,1005848,16470,2257.66,0.1,longmen,61
6216F418-0002-AD3E-3136-343536373830,qbp-1,qbp,FB_ILQ,15.27,0.1,0.22,0.22,97285,9901,4000,1005600,-16368,2248,1005352,-16470,2237.66,1005848,-16270,2257.66,0.1,longmen,61
6216F418-0002-AD4A-3136-343536373830,qbp-2,qbp,,4.52,0.06,0.13,0.13,5526,57644,1200,1005600,-16999,2306,1005352,-17005,2247.51,1005848,-16993.8,2367.61,0,longmen,61
6216F418-0002-AD4E-3136-343536373830,qbp-2,qbp,,4.52,0.06,0.13,0.13,5526,57644,1200,1005600,-17499,2301,1005352,-17505,2242.51,1005848,-17493.8,2362.61,0,longmen,61
6216F418-0002-AD5E-3136-343536373830,fbp-2,fbp,FB_FB,835.91,10.87,10.87,10.87,84993,5324292,25060,1007725,16480,2244,1005600,16470,1617.6,1009850,16490,2870.6,0.08,longmen,61
6216F418-0002-AD7A-3136-343536373830,dbp-6,dbp,DB_DB,3266.59,83.55,83.55,83.55,41535270,837171,32510,1012000,9225,-3,1005600,7600,-10,1018400,10844.94,55.4,0,longmen,61
6216F418-0002-AD7E-3136-343536373830,tbp-13,tbp,TB_TB,6473.32,92.24,92.21,92.21,45818931,1146650,64424,1012000,-10890,2991,1005600,-12679.8,2946.41,1018400,-9100.22,3035.99,0,longmen,61
6216F418-0002-AD8A-3136-343536373830,hgp-32,hgp,HG_HG,1824.3,27.7,39.19,39.19,128323,31079,19366270,1011200,-9938,1398,1011194,-15693.8,0,1011206,-4999.98,2589.9,0,longmen,61
6216F418-0002-AD9A-3136-343536373830,jxp-19,jxp,,2754.93,72.25,70.52,70.52,35094189,479341,28099,1012018,17925,2363,1005600,16490,2344.56,1018400,19299.96,2382.66,0,longmen,61
6216F418-0002-AD22-3136-343536373830,mgp-10,mgp,MX-MB,733.17,2.43,4.91,4.91,75520,2334943,51520,1011173,16900,2714,1010256,16880,2091.18,1012144,16920,3379.18,0.05,longmen,61
6216F418-0002-AD26-3136-343536373830,mgp-10,mgp,MX-MB,733.17,2.43,4.91,4.91,75520,2334943,51520,1011173,-16900,2714,1010256,-16920,2091.18,1012144,-16880,3379.18,0.05,longmen,61
6216F418-0002-AD32-3136-343536373830,qbp-2,qbp,,4.52,0.06,0.13,0.13,5526,57651,1200,1005600,17999,2296,1005352,17993.72,2237.51,1005848,18004.92,2357.61,0,longmen,61
6216F418-0002-AD36-3136-343536373830,qbp-2,qbp,,4.52,0.06,0.13,0.13,5526,57651,1200,1005600,18499,2291,1005352,18493.7,2232.51,1005848,18504.9,2352.61,0,longmen,61
6216F418-0002-AD42-3136-343536373830,qbp-3,qbp,XDB_ILQ,4.52,0.06,0.13,0.13,20722,56725,1200,1005600,16168,1654,1005352,16146.6,1594.02,1005848,16189.45,1712.09,0,longmen,61
6216F418-0002-AD46-3136-343536373830,qbp-3,qbp,XDB_ILQ,4.52,0.06,0.13,0.13,20722,56684,1200,1005600,-16168,1654,1005352,-16189.4,1594.02,1005848,-16146.6,1712.09,0,longmen,61
6216F418-0002-AD52-3136-343536373830,qbp-2,qbp,,4.52,0.06,0.13,0.13,5526,57644,1200,1005600,-17999,2296,1005352,-18004.9,2237.51,1005848,-17993.7,2357.61,0,longmen,61
6216F418-0002-AD56-3136-343536373830,qbp-2,qbp,,4.52,0.06,0.13,0.13,5526,57644,1200,1005600,-18499,2291,1005352,-18504.9,2232.51,1005848,-18493.7,2352.61,0,longmen,61
6216F418-0002-AD66-3136-343536373830,dbp-2,dbp,XDB_XDB,3168.99,81.06,81.06,81.06,38825300,11304447,31534,1012000,-14953,1235,1005600,-16470,793.66,1018400,-13436.6,1676.86,0,longmen,61
6216F418-0002-AD72-3136-343536373830,fbp-2,fbp,FB_FB,835.91,10.87,10.87,10.87,84993,5324292,25060,1007725,-16480,2244,1005600,-16490,1617.6,1009850,-16470,2870.6,0.08,longmen,61
6216F418-0002-AD86-3136-343536373830,tbp-1,tbp,TB_TB,3122.11,50.19,50.19,50.19,24856730,701811,31071,1012000,-971,3191,1005600,-1941.97,3163.17,1018400,-0.04,3218,0,longmen,61
6216F418-0002-ADB2-3136-343536373830,tbp-2,tbp,TB_TB,5755.49,92.17,92.17,92.17,45818931,1121050,57279,1012000,-3731,3135,1005600,-5521.26,3091.58,1018400,-1941.65,3179.16,0,longmen,61
6216F418-0002-ADB6-3136-343536373830,tbp-2,tbp,TB_TB,5755.49,92.17,92.17,92.17,45818931,1121050,57279,1012000,-7311,3064,1005600,-9100.54,3020,1018400,-5520.94,3107.58,0,longmen,61
6216F418-0002-ADBA-3136-343536373830,tbp-14,tbp,TB_TB,6965.07,99.19,99.19,99.19,49287552,1216013,69318,1012000,-14605,2917,1005600,-16530,2869.41,1018400,-12679.4,2964.41,0,longmen,61
6216F418-0002-ADBE-3136-343536373830,dbp-4,dbp,DB_DB,3114.88,79.68,79.68,79.68,39680000,128000,31000,1012000,-3050,-5,1005600,-4600,-10,1018400,-1500,0,39.68,longmen,61
6216F418-0002-ADC2-3136-343536373830,dbp-3,dbp,DB_DB,3014.4,77.12,77.12,77.12,38400000,128000,30000,1012000,-6100,-5,1005600,-7600,-10,1018400,-4600,0,38.4,longmen,61
6216F418-0002-ADC6-3136-343536373830,dbp-4,dbp,DB_DB,3114.88,79.68,79.68,79.68,39680000,128000,31000,1012000,3050,-5,1005600,1500,-10,1018400,4600,0,39.68,longmen,61
6216F418-0002-ADCA-3136-343536373830,dbp-3,dbp,DB_DB,3014.4,77.12,77.12,77.12,38400000,128000,30000,1012000,6100,-5,1005600,4600,-10,1018400,7600,0,38.4,longmen,61
6216F418-0002-ADCE-3136-343536373830,dbp-5,dbp,XDB_XDB,2712.96,69.43,69.43,69.43,33243328,9695398,27001,1012000,-12141,425,1005600,-13439.3,45.79,1018400,-10842.1,803.24,0,longmen,61
6216F418-0002-ADD2-3136-343536373830,dbp-2,dbp,XDB_XDB,3168.99,81.06,81.06,81.06,38825264,11304455,31534,1012000,14953,1235,1005600,13436.63,793.66,1018400,16470,1676.86,0,longmen,61
6216F418-0002-ADDE-3136-343536373830,dbp-5,dbp,XDB_XDB,2712.96,69.43,69.43,69.43,33243328,9695398,27001,1012000,12141,425,1005600,10842.18,45.79,1018400,13439.31,803.24,0,longmen,61
6216F418-0002-ADE2-3136-343536373830,hgp-1,hgp,HG_HG,1909.72,26.9,49.03,49.03,100000,26894,24327685,1017600,0,1361,1017595,-5000,0,1017605,5000,2689.9,0,longmen,61
6216F418-0002-ADF6-3136-343536373830,hgp-31,hgp,HG_HG,2291.66,26.9,49.1,49.1,120000,32273,24327650,1011200,0,1361,1011194,-5000,0,1011206,5000,2689.9,0,longmen,61
6216F418-0002-AE0A-3136-343536373830,hgp-32,hgp,HG_HG,1824.3,27.7,39.19,39.19,128322,31079,19366248,1011200,9938,1398,1011194,5000,0,1011206,15693.89,2589.9,0,longmen,61
6216F418-0002-AE1A-3136-343536373830,jxp-29,jxp,,2754.93,72.25,70.52,70.52,35094189,479360,28099,1012018,-17925,2363,1005600,-19299.9,2344.56,1018400,-16490,2382.66,0,longmen,61
6216F418-0002-AE3A-3136-343536373830,tbp-1,tbp,TB_TB,3122.11,50.19,50.19,50.19,24856730,701811,31071,1012000,971,3191,1005600,0.04,3163.17,1018400,1941.97,3218,0,longmen,61
6216F418-0002-AE3E-3136-343536373830,tbp-2,tbp,TB_TB,5755.49,92.17,92.17,92.17,45818931,1121050,57281,1012000,3731,3135,1005600,1941.65,3091.58,1018400,5521.26,3179.16,0,longmen,61
6216F418-0002-AE4A-3136-343536373830,hgp-1,hgp,HG_HG,1909.72,26.9,49.03,49.03,100000,26894,24327685,1014400,0,1361,1014395,-5000,0,1014405,5000,2689.9,0,longmen,61
6216F418-0002-AE5E-3136-343536373830,hgp-1,hgp,HG_HG,1909.72,26.9,49.03,49.03,100000,26894,24327685,1008000,0,1361,1007995,-5000,0,1008005,5000,2689.9,0,longmen,61
6216F418-0002-AE9A-3136-343536373830,hgp-2,hgp,HG_HG,1596.88,35.53,41.11,41.11,114685,28832,20342372,1014400,-10232,1437,1014395,-16470,0,1014405,-5000,2883.16,0,longmen,61
6216F418-0002-AE32-3136-343536373830,tbp-13,tbp,TB_TB,6473.32,92.24,92.21,92.21,45818931,1146650,64424,1012000,10890,2991,1005600,9100.22,2946.41,1018400,12679.82,3035.99,0,longmen,61
6216F418-0002-AE42-3136-343536373830,tbp-2,tbp,TB_TB,5755.49,92.17,92.17,92.17,45818931,1121050,57279,1012000,7311,3064,1005600,5520.94,3020,1018400,9100.54,3107.58,0,longmen,61
6216F418-0002-AE46-3136-343536373830,tbp-14,tbp,TB_TB,6965.07,99.19,99.19,99.19,49287552,1216013,69318,1012000,14605,2917,1005600,12679.46,2869.41,1018400,16530.05,2964.41,0,longmen,61
6216F418-0002-AE72-3136-343536373830,dbp-6,dbp,DB_DB,3266.59,83.55,83.55,83.55,41535270,837171,32510,1012000,-9225,-3,1005600,-10844.9,-10,1018400,-7600,55.4,0,longmen,61
6216F418-0002-AE76-3136-343536373830,hgp-2,hgp,HG_HG,1596.88,35.53,41.11,41.11,114685,28832,20342370,1008000,-10232,1437,1007995,-16470,0,1008005,-5000,2883.16,0,longmen,61
6216F418-0002-AEBE-3136-343536373830,hgp-2,hgp,HG_HG,1596.88,35.53,41.11,41.11,114685,28832,20342372,1017600,-10232,1437,1017595,-16470,0,1017605,-5000,2883.16,0,longmen,61
6216F418-0002-AEE2-3136-343536373830,hgp-2,hgp,HG_HG,1596.88,35.53,41.11,41.11,114685,28832,20342365,1008000,10232,1437,1007995,5000,0,1008005,16470,2883.16,0,longmen,61
6216F418-0002-AF2A-3136-343536373830,hgp-2,hgp,HG_HG,1596.88,35.53,41.11,41.11,114685,28832,20342363,1017600,10232,1437,1017595,5000,0,1017605,16470,2883.16,0,longmen,61
6216F418-0002-AF4E-3136-343536373830,dsp-9,dsp,,4.67,0.16,0.16,0.16,3968,74400,1200,1005600,-16804,2455,1005352,-16808,2379.56,1005848,-16800,2529.56,0,longmen,61
6216F418-0002-AF5C-3136-343536373830,mgp-13,mgp,MX-JJ,11.59,0.07,0.13,0.13,7280,52752,7280,1010510,16934,3179,1010380,16920,3049.18,1010640,16948,3309.18,0,longmen,61
6216F418-0002-AF5F-3136-343536373830,mgp-12,mgp,MX-JJ,17.59,0.1,0.19,0.19,8960,80017,8960,1010960,16934,3179,1010800,16920,3019.18,1011120,16948,3339.18,0,longmen,61
6216F418-0002-AF06-3136-343536373830,hgp-2,hgp,HG_HG,1596.88,35.53,41.11,41.11,114685,28832,20342363,1014400,10232,1437,1014395,5000,0,1014405,16470,2883.16,0,longmen,61
6216F418-0002-AF6B-3136-343536373830,mgp-6,mgp,MX-JJ,95.43,0.33,0.7,0.7,15200,34337,303932,1010306,16685,2466,1010286,16500,2011.58,1010326,16880,2870,0,longmen,61
6216F418-0002-AF6E-3136-343536373830,mgp-6,mgp,MX-JJ,95.43,0.33,0.7,0.7,15200,34337,303932,1012094,16685,2466,1012074,16500,2011.58,1012114,16880,2870,0,longmen,61
6216F418-0002-AF7A-3136-343536373830,mgp-2,mgp,MX-JJ,12.39,0.09,0.14,0.14,52592,9000,9000,1010175,16611,2706,1009986,16500,2691.18,1010286,16800,2721.18,0.05,longmen,61
6216F418-0002-AF7D-3136-343536373830,mgp-1,mgp,MX-JJ,15.37,0.12,0.23,0.23,3480,13600,97929,1011200,16994,2933,1011190,16920,2599.18,1011210,17094,3279.18,0,longmen,61
6216F418-0002-AF8C-3136-343536373830,mgp-13,mgp,MX-JJ,11.59,0.07,0.13,0.13,7280,52752,7280,1010510,-16934,3179,1010380,-16948,3049.18,1010640,-16920,3309.18,0,longmen,61
6216F418-0002-AF8F-3136-343536373830,mgp-12,mgp,MX-JJ,17.59,0.1,0.19,0.19,8960,80017,8960,1010960,-16934,3179,1010800,-16948,3019.18,1011120,-16920,3339.18,0,longmen,61
6216F418-0002-AF9B-3136-343536373830,mgp-6,mgp,MX-JJ,95.43,0.33,0.7,0.7,15200,34337,303932,1010306,-16685,2466,1010286,-16880,2011.58,1010326,-16500,2870,0,longmen,61
6216F418-0002-AF9E-3136-343536373830,mgp-6,mgp,MX-JJ,95.43,0.33,0.7,0.7,15200,34337,303932,1012094,-16685,2466,1012074,-16880,2011.58,1012114,-16500,2870,0,longmen,61
6216F418-0002-AF52-3136-343536373830,dsp-9,dsp,,4.67,0.16,0.16,0.16,3968,74400,1200,1005600,16804,2455,1005352,16800,2379.56,1005848,16808,2529.56,0,longmen,61
6216F418-0002-AF56-3136-343536373830,mgp-6,mgp,MX-JJ,95.43,0.33,0.7,0.7,15200,34337,303932,1011200,16685,2466,1011180,16500,2011.58,1011220,16880,2870,0,longmen,61
6216F418-0002-AF59-3136-343536373830,mgp-12,mgp,MX-JJ,17.59,0.1,0.19,0.19,8960,80017,8960,1011440,16934,3179,1011280,16920,3019.18,1011600,16948,3339.18,0,longmen,61
6216F418-0002-AF62-3136-343536373830,mgp-12,mgp,MX-JJ,17.59,0.1,0.19,0.19,8960,80017,8960,1011440,16866,3179,1011280,16852,3019.18,1011600,16880,3339.18,0,longmen,61
6216F418-0002-AF65-3136-343536373830,mgp-13,mgp,MX-JJ,11.59,0.07,0.13,0.13,7280,52752,7280,1010510,16866,3179,1010380,16852,3049.18,1010640,16880,3309.18,0,longmen,61
6216F418-0002-AF68-3136-343536373830,mgp-12,mgp,MX-JJ,17.59,0.1,0.19,0.19,8960,80017,8960,1010960,16866,3179,1010800,16852,3019.18,1011120,16880,3339.18,0,longmen,61
6216F418-0002-AF71-3136-343536373830,mgp-2,mgp,MX-JJ,12.39,0.09,0.14,0.14,52592,9000,9000,1012225,16611,2206,1012114,16500,2191.18,1012414,16800,2221.18,0.05,longmen,61
6216F418-0002-AF74-3136-343536373830,mgp-2,mgp,MX-JJ,12.39,0.09,0.14,0.14,52592,9000,9000,1012225,16611,2706,1012114,16500,2691.18,1012414,16800,2721.18,0.05,longmen,61
6216F418-0002-AF77-3136-343536373830,mgp-2,mgp,MX-JJ,12.39,0.09,0.14,0.14,52592,9000,9000,1010175,16611,2206,1009986,16500,2191.18,1010286,16800,2221.18,0.05,longmen,61
6216F418-0002-AF80-3136-343536373830,mgp-1,mgp,MX-JJ,15.37,0.12,0.23,0.23,3480,13600,97929,1010720,16994,2933,1010710,16920,2599.18,1010730,17094,3279.18,0,longmen,61
6216F418-0002-AF83-3136-343536373830,mgp-1,mgp,MX-JJ,15.37,0.12,0.23,0.23,3480,13600,97929,1011680,16994,2933,1011670,16920,2599.18,1011690,17094,3279.18,0,longmen,61
6216F418-0002-AF86-3136-343536373830,mgp-6,mgp,MX-JJ,95.43,0.33,0.7,0.7,15200,34337,303932,1011200,-16685,2466,1011180,-16880,2011.58,1011220,-16500,2870,0,longmen,61
6216F418-0002-AF89-3136-343536373830,mgp-12,mgp,MX-JJ,17.59,0.1,0.19,0.19,8960,80017,8960,1011440,-16934,3179,1011280,-16948,3019.18,1011600,-16920,3339.18,0,longmen,61
6216F418-0002-AF92-3136-343536373830,mgp-12,mgp,MX-JJ,17.59,0.1,0.19,0.19,8960,80017,8960,1011440,-16866,3179,1011280,-16880,3019.18,1011600,-16852,3339.18,0,longmen,61
6216F418-0002-AF95-3136-343536373830,mgp-13,mgp,MX-JJ,11.59,0.07,0.13,0.13,7280,52752,7280,1010510,-16866,3179,1010380,-16880,3049.18,1010640,-16852,3309.18,0,longmen,61
6216F418-0002-AF98-3136-343536373830,mgp-12,mgp,MX-JJ,17.59,0.1,0.19,0.19,8960,80017,8960,1010960,-16866,3179,1010800,-16880,3019.18,1011120,-16852,3339.18,0,longmen,61
6216F418-0002-AFA1-3136-343536373830,mgp-2,mgp,MX-JJ,12.39,0.09,0.14,0.14,52592,9000,9000,1012225,-16611,2206,1012114,-16800,2191.18,1012414,-16500,2221.18,0.05,longmen,61
6216F418-0002-AFA4-3136-343536373830,mgp-2,mgp,MX-JJ,12.39,0.09,0.14,0.14,52592,9000,9000,1012225,-16611,2706,1012114,-16800,2691.18,1012414,-16500,2721.18,0.05,longmen,61
6216F418-0002-AFA7-3136-343536373830,mgp-2,mgp,MX-JJ,12.39,0.09,0.14,0.14,52592,9000,9000,1010175,-16611,2206,1009986,-16800,2191.18,1010286,-16500,2221.18,0.05,longmen,61
6216F418-0002-AFAA-3136-343536373830,mgp-2,mgp,MX-JJ,12.39,0.09,0.14,0.14,52592,9000,9000,1010175,-16611,2706,1009986,-16800,2691.18,1010286,-16500,2721.18,0.05,longmen,61
6216F418-0002-AFAD-3136-343536373830,mgp-1,mgp,MX-JJ,15.37,0.12,0.23,0.23,3480,13600,97929,1011200,-16994,2933,1011190,-17094,2599.18,1011210,-16920,3279.18,0,longmen,61
6216F418-0002-AFB0-3136-343536373830,mgp-1,mgp,MX-JJ,15.37,0.12,0.23,0.23,3480,13600,97929,1010720,-16994,2933,1010710,-17094,2599.18,1010730,-16920,3279.18,0,longmen,61
6216F418-0002-AFB3-3136-343536373830,mgp-1,mgp,MX-JJ,15.37,0.12,0.23,0.23,3480,13600,97929,1011680,-16994,2933,1011670,-17094,2599.18,1011690,-16920,3279.18,0,longmen,61
6216F418-0002-AFBC-3136-343536373830,dbp-8,dbp,DB_UL,461.13,19.74,19.74,19.74,6116864,3197975,4776,1012000,2000,165,1005850,1751.35,0,1018150,2248.65,260,2.22,longmen,61
6216F418-0002-AFBF-3136-343536373830,dbp-8,dbp,DB_UL,461.13,19.74,19.74,19.74,6116864,3197975,4776,1012000,3000,165,1005850,2751.35,0,1018150,3248.65,260,2.22,longmen,61
6216F418-0002-AFC2-3136-343536373830,dbp-8,dbp,DB_UL,461.13,19.74,19.74,19.74,6116864,3197975,4776,1012000,4000,165,1005850,3751.35,0,1018150,4248.65,260,2.22,longmen,61
6216F418-0002-AFC5-3136-343536373830,dbp-8,dbp,DB_UL,461.13,19.74,19.74,19.74,6116864,3197975,4776,1012000,5000,165,1005850,4751.35,0,1018150,5248.65,260,2.22,longmen,61
6216F418-0002-AFC8-3136-343536373830,dbp-8,dbp,DB_UL,461.13,19.74,19.74,19.74,6116864,3197975,4776,1012000,6000,165,1005850,5751.35,0,1018150,6248.65,260,2.22,longmen,61
6216F418-0002-AFCB-3136-343536373830,dbp-8,dbp,DB_UL,461.13,19.74,19.74,19.74,6116864,3197975,4776,1012000,7000,165,1005850,6751.35,0,1018150,7248.65,260,2.22,longmen,61
